# cpu: sse2=1 sse41=1 avx2=1 avx512=1
frame,total_ms,raster_ms,other_ms,flushes,tris,binned,area_px,bbox_px,tw,th,m_tex,m_bilin,m_over,m_add,m_blendoth,m_atest,m_ztest,m_flat,m_linv
5078,30.863,20.035,10.828,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5079,35.508,22.182,13.326,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5080,33.614,22.553,11.061,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5081,30.196,19.373,10.823,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5082,30.713,19.303,11.411,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5083,25.501,15.102,10.399,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5084,26.359,15.745,10.614,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5085,25.483,15.367,10.116,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5086,25.089,14.978,10.110,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5087,25.006,14.963,10.042,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5088,24.957,14.950,10.007,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5089,25.997,15.496,10.501,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5090,25.790,15.341,10.448,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5091,26.101,15.697,10.403,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5092,25.334,14.849,10.485,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5093,26.393,16.030,10.364,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5094,26.666,16.270,10.396,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5095,25.366,14.957,10.408,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5096,25.146,15.119,10.028,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5097,25.400,14.956,10.445,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5098,25.171,15.126,10.045,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5099,24.798,14.844,9.954,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5100,25.830,15.438,10.392,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5101,26.201,15.474,10.727,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5102,25.743,15.176,10.567,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5103,25.041,15.045,9.996,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5104,25.656,15.247,10.408,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5105,25.572,15.117,10.456,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5106,25.806,15.097,10.709,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5107,25.826,15.804,10.022,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5108,25.724,15.273,10.451,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5109,25.217,15.167,10.050,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5110,24.987,15.038,9.949,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5111,25.153,15.177,9.976,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5112,24.922,14.883,10.039,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5113,25.854,15.439,10.414,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5114,26.008,15.942,10.065,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5115,25.484,15.449,10.034,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5116,25.156,15.169,9.987,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5117,25.459,15.049,10.410,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5118,26.495,16.038,10.457,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5119,25.370,14.988,10.382,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5120,25.710,15.641,10.069,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5121,25.265,15.192,10.073,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5122,25.410,15.022,10.388,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5123,25.082,15.088,9.994,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5124,25.291,15.010,10.281,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5125,25.587,15.597,9.990,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5126,24.907,14.896,10.011,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5127,26.774,16.322,10.452,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5128,24.872,14.845,10.027,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5129,26.474,16.220,10.255,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5130,25.723,15.730,9.993,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5131,26.255,16.266,9.989,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5132,27.466,16.891,10.575,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5133,26.812,16.385,10.427,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5134,25.869,15.877,9.992,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5135,25.007,14.949,10.058,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5136,25.421,15.370,10.051,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5137,25.411,15.393,10.018,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5138,25.470,15.002,10.468,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5139,25.701,15.632,10.069,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5140,25.695,15.248,10.448,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5141,26.354,15.688,10.666,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5142,25.416,15.372,10.045,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5143,26.212,15.187,11.025,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5144,26.054,15.389,10.665,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5145,24.941,14.924,10.017,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5146,24.978,14.983,9.994,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5147,25.558,15.220,10.338,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5148,25.747,15.272,10.475,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5149,25.058,15.069,9.989,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5150,24.840,14.900,9.941,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5151,25.069,14.797,10.272,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5152,26.016,15.654,10.362,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5153,25.426,15.369,10.056,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5154,25.189,15.174,10.015,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5155,25.716,15.276,10.439,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5156,25.283,15.175,10.108,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5157,27.366,17.033,10.333,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5158,25.965,15.529,10.436,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5159,26.884,16.651,10.233,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5160,25.284,15.236,10.048,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5161,25.322,15.378,9.944,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5162,25.580,15.583,9.997,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5163,25.606,15.191,10.415,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5164,26.157,16.048,10.110,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5165,25.473,14.969,10.504,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5166,24.905,14.878,10.027,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5167,25.743,15.152,10.591,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5168,25.647,15.504,10.144,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5169,26.028,15.608,10.419,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5170,26.401,15.985,10.416,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5171,24.946,14.929,10.017,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5172,27.623,17.092,10.531,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5173,26.784,15.859,10.925,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5174,25.943,15.948,9.995,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5175,25.560,15.538,10.022,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5176,25.594,15.190,10.404,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5177,25.750,15.387,10.363,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5178,25.556,15.245,10.311,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5179,25.470,15.389,10.081,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5180,25.021,15.051,9.970,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5181,25.469,15.303,10.166,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5182,25.227,15.003,10.225,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5183,25.438,15.277,10.160,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5184,25.482,15.280,10.201,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5185,25.855,15.824,10.031,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5186,25.810,15.309,10.501,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5187,26.168,15.497,10.671,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5188,25.546,15.447,10.099,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5189,28.212,17.699,10.514,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5190,25.866,15.927,9.939,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5191,26.466,16.064,10.402,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5192,25.784,15.806,9.978,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5193,26.383,15.953,10.430,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5194,25.503,15.114,10.388,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5195,25.874,15.398,10.477,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5196,25.219,14.940,10.280,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5197,24.982,15.025,9.956,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5198,25.409,15.087,10.323,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5199,25.555,15.173,10.382,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5200,26.195,15.736,10.459,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5201,25.399,15.005,10.395,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5202,25.756,15.318,10.438,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5203,25.491,15.158,10.333,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5204,25.387,15.320,10.066,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5205,25.772,15.423,10.349,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5206,25.304,15.281,10.023,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5207,27.090,16.973,10.116,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5208,25.770,15.283,10.487,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5209,25.909,15.611,10.298,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5210,27.727,17.356,10.371,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5211,26.101,15.455,10.645,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5212,25.616,15.258,10.358,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5213,25.103,15.126,9.977,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5214,25.330,15.015,10.316,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5215,25.832,15.768,10.065,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5216,25.604,15.030,10.574,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5217,25.524,15.598,9.926,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5218,25.397,14.730,10.667,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5219,25.690,15.323,10.367,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5220,25.336,14.963,10.374,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5221,25.660,15.376,10.284,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5222,26.017,15.797,10.220,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5223,25.505,15.448,10.057,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5224,25.887,15.512,10.375,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5225,25.127,15.083,10.044,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5226,25.480,15.497,9.983,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5227,25.300,15.281,10.019,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5228,26.069,15.751,10.317,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5229,25.842,15.481,10.361,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5230,26.179,15.824,10.355,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5231,25.121,14.773,10.348,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5232,25.928,15.424,10.505,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5233,25.751,15.912,9.840,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5234,25.627,15.253,10.374,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5235,25.762,15.419,10.343,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5236,25.766,15.453,10.313,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5237,25.091,15.019,10.072,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5238,25.868,15.592,10.276,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5239,25.137,14.930,10.206,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5240,25.019,15.009,10.010,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5241,25.163,15.195,9.968,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5242,25.525,15.160,10.364,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5243,25.498,15.091,10.407,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5244,25.781,15.243,10.538,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5245,25.825,15.220,10.605,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5246,25.897,15.477,10.420,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5247,26.049,15.644,10.406,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5248,26.898,16.602,10.296,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5249,28.857,17.944,10.913,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5250,26.757,16.442,10.315,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5251,26.737,16.351,10.386,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5252,25.864,15.120,10.745,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5253,25.841,15.422,10.419,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5254,25.792,15.301,10.491,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5255,25.666,15.332,10.333,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5256,24.813,14.850,9.962,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5257,25.933,15.183,10.750,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5258,24.841,14.872,9.969,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5259,25.681,15.543,10.138,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5260,25.478,15.023,10.455,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5261,24.928,14.984,9.945,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5262,25.344,15.043,10.301,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5263,25.774,15.196,10.579,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5264,25.348,15.108,10.240,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5265,25.326,15.257,10.069,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5266,26.007,15.594,10.412,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5267,25.196,15.161,10.035,5,2716,9378,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5268,25.083,14.851,10.232,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5269,25.409,14.903,10.506,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5270,25.147,15.296,9.850,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5271,25.212,14.943,10.268,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5272,25.079,15.029,10.050,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5273,24.895,14.971,9.924,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5274,25.188,15.007,10.180,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5275,25.453,14.951,10.502,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5276,25.483,14.999,10.484,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5277,25.253,14.969,10.284,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5278,25.416,14.849,10.568,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5279,25.311,15.330,9.981,5,2716,9374,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5280,25.241,15.127,10.115,5,2716,9372,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
5281,25.499,15.032,10.466,5,2716,9376,7273828,14006996,2048,1024,7273828,1223368,6015260,35200,0,6050460,0,7273828,3162952
